,itemcode,warehousecode,transactiondate,transactioncode,transactionqty
19119,081616,MTG,2021-03-10,BR,100.000000
19120,081900EUR,MTG,2021-03-10,BR,40.000000
19121,083701N,MTG,2021-03-10,BR,108.000000
19122,085100,MTG,2021-03-10,BR,100.000000
19123,085116SP,MTG,2021-03-10,BR,40.000000
19124,085900FF,MTG,2021-03-10,BR,635.000000
19125,085932GF,MTG,2021-03-10,BR,100.000000
19126,085932IC,MTG,2021-03-10,BR,50.000000
19127,085932PC,MTG,2021-03-10,BR,300.000000
19128,085932SP,MTG,2021-03-10,BR,50.000000
19129,093000N,MTG,2021-03-10,BR,117.000000
19130,094400FF,MTG,2021-03-10,BR,119.000000
19131,095932FF,MTG,2021-03-10,BR,121.000000
19132,103032,MTG,2021-03-10,BR,101.000000
19133,11012663,MTG,2021-03-10,BR,64.000000
19134,11012663,MTG,2021-03-10,BR,56.000000
19135,120032FF,MTG,2021-03-10,BR,40.000000
19136,15003676,MTG,2021-03-10,BR,150.000000
19137,15003700,MTG,2021-03-10,BR,100.000000
19138,15003734,MTG,2021-03-10,BR,84.000000
19139,17997396,MTG,2021-03-10,BR,73.000000
19140,17997537,MTG,2021-03-10,BR,168.000000
19141,199FRP1CFS,MTG,2021-03-10,BR,4000.000000
19142,208367V2.B,MTG,2021-03-10,BR,5100.000000
19143,234192-21,MTG,2021-03-10,BR,366.000000
19144,234192-T35.B,MTG,2021-03-10,BR,2400.000000
19145,234526-35.B,MTG,2021-03-10,BR,2300.000000
19146,235826-35.B,MTG,2021-03-10,BR,5100.000000
19147,235826-35.B,MTG,2021-03-10,BR,5100.000000
19148,236226-35,MTG,2021-03-10,BR,819.000000
19149,236226-35.B,MTG,2021-03-10,BR,5100.000000
19150,238197-21,MTG,2021-03-10,BR,635.000000
19151,238197-35.B,MTG,2021-03-10,BR,5100.000000
19152,28100.B,MTG,2021-03-10,BR,1500.000000
19153,303000.B,MTG,2021-03-10,BR,40000.000000
19154,329477-35,MTG,2021-03-10,BR,1585.000000
19155,500500,MTG,2021-03-10,BR,1500.000000
19156,602005,MTG,2021-03-10,BR,4000.000000
19157,602017,MTG,2021-03-10,BR,2800.000000
19158,602070,MTG,2021-03-10,BR,765.000000
19159,602077,MTG,2021-03-10,BR,220.000000
19160,7-2731,MTG,2021-03-10,BR,50.000000
19161,83-100-SBT,MTG,2021-03-10,BR,99.000000
19162,832GA5,MTG,2021-03-10,BR,6.000000
19163,90641,MTG,2021-03-10,BR,50.000000
19164,022001,MTG,2021-03-11,BR,6678.000000
19165,022017,MTG,2021-03-11,BR,2210.000000
19166,022027,MTG,2021-03-11,BR,7735.000000
19167,022028,MTG,2021-03-11,BR,13720.000000
19168,028902,MTG,2021-03-11,BR,10.000000
19169,052000G8/16,MTG,2021-03-11,BR,8.800000
19170,052001G24/29GRN,MTG,2021-03-11,BR,5.000000
19171,081632,MTG,2021-03-11,BR,300.000000
19172,081732GF,MTG,2021-03-11,BR,100.000000
19173,081732PC,MTG,2021-03-11,BR,400.000000
19174,085932PW,MTG,2021-03-11,BR,2000.000000
19175,089990,MTG,2021-03-11,BR,75.000000
19176,091845,MTG,2021-03-11,BR,72.000000
19177,093000N,MTG,2021-03-11,BR,112.000000
19178,093600N,MTG,2021-03-11,BR,50.000000
19179,100501K,MTG,2021-03-11,BR,22000.000000
19180,102003FP,MTG,2021-03-11,BR,30.000000
19181,102005P1PL02,MTG,2021-03-11,BR,3500.000000
19182,18009951,MTG,2021-03-11,BR,100.000000
19183,199FRP1CFS,MTG,2021-03-11,BR,500.000000
19184,234526-35.B,MTG,2021-03-11,BR,1500.000000
19185,234555,MTG,2021-03-11,BR,40.000000
19186,28200.B,MTG,2021-03-11,BR,1335.000000
19187,301000.B,MTG,2021-03-11,BR,17500.000000
19188,303000.B,MTG,2021-03-11,BR,5000.000000
19189,314G55,MTG,2021-03-11,BR,16.000000
19190,315G55,MTG,2021-03-11,BR,8.000000
19191,444526-35,MTG,2021-03-11,BR,235.000000
19192,446526-35,MTG,2021-03-11,BR,1654.000000
19193,602003,MTG,2021-03-11,BR,250.000000
19194,602005,MTG,2021-03-11,BR,1900.000000
19195,602017,MTG,2021-03-11,BR,2800.000000
19196,602032CARB,MTG,2021-03-11,BR,2200.000000
19197,7841265,MTG,2021-03-11,BR,24.000000
19198,81500.B,MTG,2021-03-11,BR,200.000000
19199,STN-QKIT,MTG,2021-03-11,BR,201.000000
19200,STN-QKITFF,MTG,2021-03-11,BR,100.000000
19201,022001,MTG,2021-03-12,BR,18619.000000
19202,022027,MTG,2021-03-12,BR,11050.000000
19203,022028,MTG,2021-03-12,BR,9800.000000
19204,602020,MTG,2021-03-12,BR,250.000000
19205,94700.B,MTG,2021-03-12,BR,300.000000
19206,022027,MTG,2021-03-13,BR,1105.000000
19207,022028,MTG,2021-03-13,BR,3920.000000
19208,022019SK,MTG,2021-03-15,BR,11550.000000
19209,022022,MTG,2021-03-15,BR,13720.000000
19210,027200FF-KITS,MTG,2021-03-15,BR,240.000000
19211,032300FF-KITS,MTG,2021-03-15,BR,320.000000
19212,033200FF,MTG,2021-03-15,BR,79.000000
19213,033200FF-KITS,MTG,2021-03-15,BR,316.000000
19214,079632,MTG,2021-03-15,BR,50.000000
19215,081202A,MTG,2021-03-15,BR,200.000000
19216,081202A,MTG,2021-03-15,BR,1260.000000
19217,081202C,MTG,2021-03-15,BR,2880.000000
19218,081202C,MTG,2021-03-15,BR,200.000000
19219,081600FF-KITS,MTG,2021-03-15,BR,900.000000
19220,081732PW,MTG,2021-03-15,BR,1000.000000
19221,081732WK,MTG,2021-03-15,BR,50.000000
19222,081900FF-KITS,MTG,2021-03-15,BR,15792.000000
19223,081900N,MTG,2021-03-15,BR,500.000000
19224,082200FF,MTG,2021-03-15,BR,100.000000
19225,082200FF-KITS,MTG,2021-03-15,BR,400.000000
19226,085116FFC,MTG,2021-03-15,BR,150.000000
19227,085116FFC-KITS,MTG,2021-03-15,BR,900.000000
19228,085132,MTG,2021-03-15,BR,300.000000
19229,085132FP-KITS,MTG,2021-03-15,BR,4320.000000
19230,091845,MTG,2021-03-15,BR,28.000000
19231,092832,MTG,2021-03-15,BR,100.000000
19232,094200FF,MTG,2021-03-15,BR,247.000000
19233,094200FF-KITS,MTG,2021-03-15,BR,1000.000000
19234,094500FF,MTG,2021-03-15,BR,124.000000
19235,094500FF-KITS,MTG,2021-03-15,BR,500.000000
19236,094600FF,MTG,2021-03-15,BR,101.000000
19237,094600FF-KITS,MTG,2021-03-15,BR,4.000000
19238,094600FF-KITS,MTG,2021-03-15,BR,400.000000
19239,094932,MTG,2021-03-15,BR,300.000000
19240,102005P1PL02,MTG,2021-03-15,BR,4500.000000
19241,102032-NP,MTG,2021-03-15,BR,50.000000
19242,11012663,MTG,2021-03-15,BR,32.000000
19243,18009977,MTG,2021-03-15,BR,100.000000
19244,234526-35.B,MTG,2021-03-15,BR,1000.000000
19245,301000.B,MTG,2021-03-15,BR,22500.000000
19246,500400,MTG,2021-03-15,BR,250.000000
19247,501SS,MTG,2021-03-15,BR,200.000000
19248,501SS-KITS,MTG,2021-03-15,BR,3000.000000
19249,502SS,MTG,2021-03-15,BR,200.000000
19250,502SS-KITS,MTG,2021-03-15,BR,1200.000000
19251,5359351.B,MTG,2021-03-15,BR,1065.000000
19252,601009,MTG,2021-03-15,BR,5.000000
19253,602009,MTG,2021-03-15,BR,150.000000
19254,602046,MTG,2021-03-15,BR,650.000000
19255,602604,MTG,2021-03-15,BR,600.000000
19256,602605,MTG,2021-03-15,BR,810.000000
19257,90781,MTG,2021-03-15,BR,43.000000
19258,93100GAS.B,MTG,2021-03-15,BR,325.000000
19259,93100GAS.B,MTG,2021-03-15,BR,325.000000
19260,93800.B,MTG,2021-03-15,BR,150.000000
19261,BE1232,MTG,2021-03-15,BR,100.000000
19262,BE1332,MTG,2021-03-15,BR,64.000000
19263,X441052,MTG,2021-03-15,BR,80.000000
19264,X442052,MTG,2021-03-15,BR,100.000000
19265,022001,MTG,2021-03-16,BR,12596.000000
19266,022019BLACK,MTG,2021-03-16,BR,12705.000000
19267,022019SK,MTG,2021-03-16,BR,1989.000000
19268,022022,MTG,2021-03-16,BR,13720.000000
19269,028200,MTG,2021-03-16,BR,26.000000
19270,080416-KIT,MTG,2021-03-16,BR,6132.000000
19271,080532GF,MTG,2021-03-16,BR,50.000000
19272,080532PW,MTG,2021-03-16,BR,150.000000
19273,081202,MTG,2021-03-16,BR,50.000000
19274,081202A,MTG,2021-03-16,BR,1620.000000
19275,081202B,MTG,2021-03-16,BR,2880.000000
19276,081202B,MTG,2021-03-16,BR,200.000000
19277,081600FF,MTG,2021-03-16,BR,150.000000
19278,081900FF,MTG,2021-03-16,BR,480.000000
19279,089732PW,MTG,2021-03-16,BR,419.000000
19280,089736GF,MTG,2021-03-16,BR,50.000000
19281,089965,MTG,2021-03-16,BR,25.000000
19282,093032C,MTG,2021-03-16,BR,100.000000
19283,096132-KIT,MTG,2021-03-16,BR,6132.000000
19284,098616-KIT,MTG,2021-03-16,BR,6132.000000
19285,102005P1PL02,MTG,2021-03-16,BR,2000.000000
19286,11012663,MTG,2021-03-16,BR,64.000000
19287,1170570.B,MTG,2021-03-16,BR,650.000000
19288,14332W,MTG,2021-03-16,BR,191.000000
19289,15023773,MTG,2021-03-16,BR,79.000000
19290,17997347,MTG,2021-03-16,BR,150.000000
19291,17997404,MTG,2021-03-16,BR,250.000000
19292,17997420,MTG,2021-03-16,BR,200.000000
19293,17997560,MTG,2021-03-16,BR,72.000000
19294,234555,MTG,2021-03-16,BR,16.000000
19295,236226-35.B,MTG,2021-03-16,BR,5100.000000
19296,301000.B,MTG,2021-03-16,BR,10000.000000
19297,302G55,MTG,2021-03-16,BR,4.000000
19298,303000.B,MTG,2021-03-16,BR,15625.000000
19299,303G55,MTG,2021-03-16,BR,8.000000
19300,31003G55,MTG,2021-03-16,BR,4.000000
19301,32700.B,MTG,2021-03-16,BR,1500.000000
19302,501SS,MTG,2021-03-16,BR,299.000000
19303,5359856,MTG,2021-03-16,BR,200.000000
19304,5359872,MTG,2021-03-16,BR,120.000000
19305,602000,MTG,2021-03-16,BR,2500.000000
19306,602017,MTG,2021-03-16,BR,2800.000000
19307,7-1098,MTG,2021-03-16,BR,75.000000
19308,7-2728,MTG,2021-03-16,BR,150.000000
19309,7841265,MTG,2021-03-16,BR,24.000000
19310,83200.B,MTG,2021-03-16,BR,2800.000000
19311,94600.B,MTG,2021-03-16,BR,250.000000
19312,95022.B,MTG,2021-03-16,BR,2800.000000
19313,95022.B,MTG,2021-03-16,BR,2100.000000
19314,95022.B,MTG,2021-03-16,BR,2800.000000
19315,95900.B,MTG,2021-03-16,BR,665.000000
19316,BE1032,MTG,2021-03-16,BR,60.000000
19317,022001,MTG,2021-03-17,BR,3339.000000
19318,022019,MTG,2021-03-17,BR,2310.000000
19319,031006,MTG,2021-03-17,BR,1130.000000
19320,032700,MTG,2021-03-17,BR,242.000000
19321,081900FF,MTG,2021-03-17,BR,2000.000000
19322,089732PW,MTG,2021-03-17,BR,81.000000
19323,093032,MTG,2021-03-17,BR,500.000000
19324,093032FF-KITS,MTG,2021-03-17,BR,1152.000000
19325,093032SS-KITS,MTG,2021-03-17,BR,2100.000000
19326,093832,MTG,2021-03-17,BR,84.000000
19327,094632P,MTG,2021-03-17,BR,145.000000
19328,094732,MTG,2021-03-17,BR,100.000000
19329,100117,MTG,2021-03-17,BR,8750.000000
19330,15026362,MTG,2021-03-17,BR,500.000000
19331,185-DE050CNC12,MTG,2021-03-17,BR,200.000000
19332,208367V2.B,MTG,2021-03-17,BR,2700.000000
19333,234526-35.B,MTG,2021-03-17,BR,1500.000000
19334,234526-35.B,MTG,2021-03-17,BR,500.000000
19335,235826-35.B,MTG,2021-03-17,BR,5100.000000
19336,235826-35.B,MTG,2021-03-17,BR,5100.000000
19337,236226-35,MTG,2021-03-17,BR,1646.000000
19338,236226-35.B,MTG,2021-03-17,BR,5100.000000
19339,329477-35,MTG,2021-03-17,BR,444.000000
19340,446526-35,MTG,2021-03-17,BR,1670.000000
19341,500501,MTG,2021-03-17,BR,5100.000000
19342,500501,MTG,2021-03-17,BR,1500.000000
19343,5359872,MTG,2021-03-17,BR,130.000000
19344,602001,MTG,2021-03-17,BR,300.000000
19345,602010,MTG,2021-03-17,BR,1050.000000
19346,602016,MTG,2021-03-17,BR,425.000000
19347,602017,MTG,2021-03-17,BR,1400.000000
19348,602024,MTG,2021-03-17,BR,100.000000
19349,602024,MTG,2021-03-17,BR,100.000000
19350,634526-35,MTG,2021-03-17,BR,250.000000
19351,7-2738.B,MTG,2021-03-17,BR,185.000000
19352,88300.B,MTG,2021-03-17,BR,200.000000
19353,93100DSL.B,MTG,2021-03-17,BR,160.000000
19354,97300.B,MTG,2021-03-17,BR,150.000000
19355,BE1132,MTG,2021-03-17,BR,60.000000
19356,PK303000.B,MTG,2021-03-17,BR,120000.000000
19357,022001,MTG,2021-03-18,BR,11872.000000
19358,022019,MTG,2021-03-18,BR,10395.000000
19359,081432,MTG,2021-03-18,BR,231.000000
19360,081432FFC-KITS,MTG,2021-03-18,BR,960.000000
19361,081432IC,MTG,2021-03-18,BR,50.000000
19362,081900FF,MTG,2021-03-18,BR,1462.000000
19363,085132FP,MTG,2021-03-18,BR,60.000000
19364,085900EUR,MTG,2021-03-18,BR,80.000000
19365,085900N,MTG,2021-03-18,BR,988.000000
19366,085900NC,MTG,2021-03-18,BR,40.000000
19367,093932-KITS,MTG,2021-03-18,BR,900.000000
19368,093932-KITS,MTG,2021-03-18,BR,900.000000
19369,096216C,MTG,2021-03-18,BR,150.000000
19370,096216N,MTG,2021-03-18,BR,1000.000000
19371,096516,MTG,2021-03-18,BR,68.000000
19372,100117,MTG,2021-03-18,BR,13750.000000
19373,11007291,MTG,2021-03-18,BR,100.000000
19374,11007309,MTG,2021-03-18,BR,75.000000
19375,11012663,MTG,2021-03-18,BR,96.000000
19376,17997560,MTG,2021-03-18,BR,28.000000
19377,185-DE050CNC12,MTG,2021-03-18,BR,145.000000
19378,234555,MTG,2021-03-18,BR,8.000000
19379,44200.B,MTG,2021-03-18,BR,350.000000
19380,602033KPK,MTG,2021-03-18,BR,125.000000
19381,602037,MTG,2021-03-18,BR,2700.000000
19382,7841265,MTG,2021-03-18,BR,24.000000
19383,83200.B,MTG,2021-03-18,BR,2800.000000
19384,83200.B,MTG,2021-03-18,BR,1555.000000
19385,8669723,MTG,2021-03-18,BR,500.000000
19386,90651,MTG,2021-03-18,BR,107.000000
19387,93100DSL.B,MTG,2021-03-18,BR,360.000000
19388,PK303000.B,MTG,2021-03-18,BR,87000.000000
19389,022001,MTG,2021-03-19,BR,6307.000000
19390,022019,MTG,2021-03-19,BR,13860.000000
19391,052000G8/16,MTG,2021-03-19,BR,4.400000
19392,100117,MTG,2021-03-19,BR,12500.000000
19393,602037,MTG,2021-03-19,BR,2700.000000
19394,022019,MTG,2021-03-20,BR,4620.000000
19395,100117,MTG,2021-03-20,BR,13750.000000
19396,022019,MTG,2021-03-22,BR,11550.000000
19397,027200FF,MTG,2021-03-22,BR,40.000000
19398,071600N,MTG,2021-03-22,BR,100.000000
19399,071761,MTG,2021-03-22,BR,200.000000
19400,076116FF-KITS,MTG,2021-03-22,BR,1200.000000
19401,080400EUR,MTG,2021-03-22,BR,40.000000
19402,081202FF,MTG,2021-03-22,BR,720.000000
19403,083200EUR,MTG,2021-03-22,BR,30.000000
19404,085132FP,MTG,2021-03-22,BR,300.000000
19405,085632,MTG,2021-03-22,BR,500.000000
19406,085632FF-KITS,MTG,2021-03-22,BR,720.000000
19407,085900N,MTG,2021-03-22,BR,512.000000
19408,095000,MTG,2021-03-22,BR,1000.000000
19409,096216C,MTG,2021-03-22,BR,50.000000
19410,097316,MTG,2021-03-22,BR,200.000000
19411,098616FF-KITS,MTG,2021-03-22,BR,720.000000
19412,098916,MTG,2021-03-22,BR,150.000000
19413,100117,MTG,2021-03-22,BR,11250.000000
19414,11007283,MTG,2021-03-22,BR,300.000000
19415,11007317,MTG,2021-03-22,BR,100.000000
19416,11012663,MTG,2021-03-22,BR,64.000000
19417,120032,MTG,2021-03-22,BR,100.000000
19418,14308.B,MTG,2021-03-22,BR,4500.000000
19419,314G55,MTG,2021-03-22,BR,8.000000
19420,602016,MTG,2021-03-22,BR,500.000000
19421,602020,MTG,2021-03-22,BR,2000.000000
19422,602037,MTG,2021-03-22,BR,2700.000000
19423,7-2738.B,MTG,2021-03-22,BR,600.000000
19424,83200.B,MTG,2021-03-22,BR,1000.000000
19425,90621,MTG,2021-03-22,BR,40.000000
19426,94444CON.B,MTG,2021-03-22,BR,2800.000000
19427,95900.B,MTG,2021-03-22,BR,250.000000
19428,97200.B,MTG,2021-03-22,BR,250.000000
19429,ET13710,MTG,2021-03-22,BR,165.000000
19430,022014,MTG,2021-03-23,BR,2210.000000
19431,022019,MTG,2021-03-23,BR,13860.000000
19432,043810,MTG,2021-03-23,BR,750.000000
19433,052004PURPLE,MTG,2021-03-23,BR,2.500000
19434,075932,MTG,2021-03-23,BR,43.000000
19435,076116FF,MTG,2021-03-23,BR,100.000000
19436,080400N,MTG,2021-03-23,BR,200.000000
19437,080500EUR,MTG,2021-03-23,BR,40.000000
19438,080500N,MTG,2021-03-23,BR,50.000000
19439,081032,MTG,2021-03-23,BR,100.000000
19440,081032FF-KITS,MTG,2021-03-23,BR,600.000000
19441,081432FFC,MTG,2021-03-23,BR,80.000000
19442,083232FF-KITS,MTG,2021-03-23,BR,480.000000
19443,084104B,MTG,2021-03-23,BR,266.000000
19444,084308C,MTG,2021-03-23,BR,200.000000
19445,088308,MTG,2021-03-23,BR,150.000000
19446,088708,MTG,2021-03-23,BR,100.000000
19447,088708GF,MTG,2021-03-23,BR,40.000000
19448,088708WK,MTG,2021-03-23,BR,40.000000
19449,093032FF,MTG,2021-03-23,BR,96.000000
19450,093032SS,MTG,2021-03-23,BR,175.000000
19451,093108E,MTG,2021-03-23,BR,50.000000
19452,093108F,MTG,2021-03-23,BR,50.000000
19453,093900N,MTG,2021-03-23,BR,100.000000
19454,094000FF,MTG,2021-03-23,BR,150.000000
19455,094400FF,MTG,2021-03-23,BR,-150.000000
19456,094400FF,MTG,2021-03-23,BR,150.000000
19457,095932,MTG,2021-03-23,BR,150.000000
19458,095932FF-KITS,MTG,2021-03-23,BR,1080.000000
19459,096232,MTG,2021-03-23,BR,300.000000
19460,096232FF-KITS,MTG,2021-03-23,BR,2880.000000
19461,096232WK,MTG,2021-03-23,BR,50.000000
19462,096232WK,MTG,2021-03-23,BR,25.000000
19463,097232DGF,MTG,2021-03-23,BR,50.000000
19464,097232GF,MTG,2021-03-23,BR,100.000000
19465,098832,MTG,2021-03-23,BR,50.000000
19466,098832FF-KITS,MTG,2021-03-23,BR,720.000000
19467,100117WHT,MTG,2021-03-23,BR,6250.000000
19468,10948768,MTG,2021-03-23,BR,200.000000
19469,11012663,MTG,2021-03-23,BR,64.000000
19470,235826-35.B,MTG,2021-03-23,BR,5100.000000
19471,236226-35.B,MTG,2021-03-23,BR,5100.000000
19472,300355.B,MTG,2021-03-23,BR,2800.000000
19473,300355.B,MTG,2021-03-23,BR,425.000000
19474,602003,MTG,2021-03-23,BR,2800.000000
19475,6850013834068,MTG,2021-03-23,BR,216.000000
19476,7841265,MTG,2021-03-23,BR,48.000000
19477,87700.B,MTG,2021-03-23,BR,2000.000000
19478,90611,MTG,2021-03-23,BR,125.000000
19479,90711,MTG,2021-03-23,BR,50.000000
19480,93100GAS.B,MTG,2021-03-23,BR,300.000000
19481,93100GAS.B,MTG,2021-03-23,BR,300.000000
19482,93100TANK.B,MTG,2021-03-23,BR,300.000000
19483,93100TANK.B,MTG,2021-03-23,BR,300.000000
19484,93100TANK.B,MTG,2021-03-23,BR,300.000000
19485,94444CON.B,MTG,2021-03-23,BR,700.000000
19486,94444CON.B,MTG,2021-03-23,BR,2800.000000
19487,94900.B,MTG,2021-03-23,BR,350.000000
19488,OS022022,MTG,2021-03-23,BR,3920.000000
19489,022009,MTG,2021-03-24,BR,4896.000000
19490,022014,MTG,2021-03-24,BR,6630.000000
19491,022019,MTG,2021-03-24,BR,13860.000000
19492,052004N,MTG,2021-03-24,BR,3.800000
19493,071332,MTG,2021-03-24,BR,100.000000
19494,071632F,MTG,2021-03-24,BR,50.000000
19495,075832,MTG,2021-03-24,BR,100.000000
19496,076116FF,MTG,2021-03-24,BR,100.000000
19497,081032FF,MTG,2021-03-24,BR,100.000000
19498,083232FF,MTG,2021-03-24,BR,80.000000
19499,084104B,MTG,2021-03-24,BR,334.000000
19500,085600N,MTG,2021-03-24,BR,200.000000
19501,085632FF,MTG,2021-03-24,BR,120.000000
19502,087764WK,MTG,2021-03-24,BR,67.000000
19503,089200N,MTG,2021-03-24,BR,150.000000
19504,089232F,MTG,2021-03-24,BR,50.000000
19505,092132,MTG,2021-03-24,BR,103.000000
19506,092132C,MTG,2021-03-24,BR,41.000000
19507,092132GF,MTG,2021-03-24,BR,50.000000
19508,092232DGP-A,MTG,2021-03-24,BR,169.000000
19509,092232GF,MTG,2021-03-24,BR,50.000000
19510,092232WK,MTG,2021-03-24,BR,100.000000
19511,093008,MTG,2021-03-24,BR,750.000000
19512,093008PC,MTG,2021-03-24,BR,200.000000
19513,093108,MTG,2021-03-24,BR,100.000000
19514,095932FF,MTG,2021-03-24,BR,180.000000
19515,096132,MTG,2021-03-24,BR,400.000000
19516,096132GF,MTG,2021-03-24,BR,50.000000
19517,096232FF,MTG,2021-03-24,BR,120.000000
19518,098616FF,MTG,2021-03-24,BR,120.000000
19519,098832FF,MTG,2021-03-24,BR,120.000000
19520,098932,MTG,2021-03-24,BR,100.000000
19521,098932FF-KITS,MTG,2021-03-24,BR,360.000000
19522,11012663,MTG,2021-03-24,BR,96.000000
19523,19902.B,MTG,2021-03-24,BR,2625.000000
19524,19971,MTG,2021-03-24,BR,450.000000
19525,208367V2.B,MTG,2021-03-24,BR,5100.000000
19526,236226-35,MTG,2021-03-24,BR,834.000000
19527,300357.B,MTG,2021-03-24,BR,500.000000
19528,315G55PK,MTG,2021-03-24,BR,21.000000
19529,329477-35,MTG,2021-03-24,BR,834.000000
19530,335826-35,MTG,2021-03-24,BR,833.000000
19531,601009,MTG,2021-03-24,BR,16.650000
19532,601013PA,MTG,2021-03-24,BR,22.100000
19533,602001,MTG,2021-03-24,BR,1850.000000
19534,602030,MTG,2021-03-24,BR,250.000000
19535,81500.B,MTG,2021-03-24,BR,250.000000
19536,901764T,MTG,2021-03-24,BR,1000.000000
19537,90691,MTG,2021-03-24,BR,50.000000
19538,920008,MTG,2021-03-24,BR,1000.000000
19539,95022.B,MTG,2021-03-24,BR,800.000000
19540,BG32EC,MTG,2021-03-24,BR,50.000000
19541,K4199-1.B,MTG,2021-03-24,BR,210.000000
19542,022009,MTG,2021-03-25,BR,6912.000000
19543,022019,MTG,2021-03-25,BR,13860.000000
19544,052004N,MTG,2021-03-25,BR,1.500000
19545,084104GF,MTG,2021-03-25,BR,65.000000
19546,084104PC,MTG,2021-03-25,BR,40.000000
19547,085933DGF,MTG,2021-03-25,BR,40.000000
19548,087764,MTG,2021-03-25,BR,400.000000
19549,093664,MTG,2021-03-25,BR,272.000000
19550,093664DGP,MTG,2021-03-25,BR,25.000000
19551,093900FF-KITS,MTG,2021-03-25,BR,1400.000000
19552,094964DGP-A,MTG,2021-03-25,BR,40.000000
19553,095032-KITS,MTG,2021-03-25,BR,10036.000000
19554,095099,MTG,2021-03-25,BR,416.000000
19555,096232FF,MTG,2021-03-25,BR,360.000000
19556,096432,MTG,2021-03-25,BR,50.000000
19557,098932FF,MTG,2021-03-25,BR,60.000000
19558,102000R-25,MTG,2021-03-25,BR,200.000000
19559,11012663,MTG,2021-03-25,BR,64.000000
19560,14201,MTG,2021-03-25,BR,40.000000
19561,14308EUR,MTG,2021-03-25,BR,200.000000
19562,14308FF,MTG,2021-03-25,BR,499.000000
19563,14308FF-KITS,MTG,2021-03-25,BR,3000.000000
19564,14308W,MTG,2021-03-25,BR,1000.000000
19565,14616,MTG,2021-03-25,BR,300.000000
19566,14690,MTG,2021-03-25,BR,65.000000
19567,18500.B,MTG,2021-03-25,BR,265.000000
19568,18500.B,MTG,2021-03-25,BR,265.000000
19569,28100.B,MTG,2021-03-25,BR,660.000000
19570,57732,MTG,2021-03-25,BR,50.000000
19571,601013PACLR,MTG,2021-03-25,BR,43.000000
19572,601013PACLR,MTG,2021-03-25,BR,43.000000
19573,602000,MTG,2021-03-25,BR,2800.000000
19574,602000,MTG,2021-03-25,BR,1500.000000
19575,99491,MTG,2021-03-25,BR,59.000000
19576,OS022014,MTG,2021-03-25,BR,6630.000000
19577,OS022016,MTG,2021-03-25,BR,7840.000000
19578,OS607006,MTG,2021-03-25,BR,675.000000
19579,022009,MTG,2021-03-26,BR,9216.000000
19580,022019,MTG,2021-03-26,BR,1324.000000
19581,022036,MTG,2021-03-26,BR,5775.000000
19582,302265CLR,MTG,2021-03-26,BR,32.000000
19583,022014,MTG,2021-03-29,BR,13260.000000
19584,022040,MTG,2021-03-29,BR,3575.000000
19585,040050P,MTG,2021-03-29,BR,30.000000
19586,081400N,MTG,2021-03-29,BR,50.000000
19587,081500N,MTG,2021-03-29,BR,50.000000
19588,085616P,MTG,2021-03-29,BR,600.000000
19589,085616PC,MTG,2021-03-29,BR,300.000000
19590,085616SS-KITS,MTG,2021-03-29,BR,7200.000000
19591,086522DGF,MTG,2021-03-29,BR,233.000000
19592,086522WK,MTG,2021-03-29,BR,125.000000
19593,091845,MTG,2021-03-29,BR,301.000000
19594,092200EUR,MTG,2021-03-29,BR,75.000000
19595,092600,MTG,2021-03-29,BR,50.000000
19596,11012663,MTG,2021-03-29,BR,64.000000
19597,14308,MTG,2021-03-29,BR,1890.000000
19598,14690,MTG,2021-03-29,BR,335.000000
19599,15003684,MTG,2021-03-29,BR,100.000000
19600,19903USA.B,MTG,2021-03-29,BR,500.000000
19601,19971,MTG,2021-03-29,BR,550.000000
19602,601013PA,MTG,2021-03-29,BR,1.000000
19603,602003,MTG,2021-03-29,BR,2800.000000
19604,602003,MTG,2021-03-29,BR,1500.000000
19605,602032CARB,MTG,2021-03-29,BR,2200.000000
19606,602045,MTG,2021-03-29,BR,200.000000
19607,602072,MTG,2021-03-29,BR,230.000000
19608,7-1088,MTG,2021-03-29,BR,50.000000
19609,7603,MTG,2021-03-29,BR,83.000000
19610,94200.B,MTG,2021-03-29,BR,250.000000
19611,95600.B,MTG,2021-03-29,BR,100.000000
19612,BE1922-KITS,MTG,2021-03-29,BR,1800.000000
19613,OS022016AW,MTG,2021-03-29,BR,18513.000000
19614,OS022016AW,MTG,2021-03-29,BR,60.000000
19615,STN-G2,MTG,2021-03-29,BR,540.000000
19616,022001,MTG,2021-03-30,BR,12252.000000
19617,022014,MTG,2021-03-30,BR,11050.000000
19618,026003,MTG,2021-03-30,BR,52.000000
19619,026003TA1,MTG,2021-03-30,BR,48.000000
19620,071622GF,MTG,2021-03-30,BR,150.000000
19621,080416-KIT,MTG,2021-03-30,BR,3.000000
19622,081700EUR,MTG,2021-03-30,BR,24.000000
19623,081700N,MTG,2021-03-30,BR,100.000000
19624,083705-3,MTG,2021-03-30,BR,2045.000000
19625,085616P,MTG,2021-03-30,BR,1400.000000
19626,093900FF,MTG,2021-03-30,BR,288.000000
19627,095122DGF,MTG,2021-03-30,BR,100.000000
19628,095122P,MTG,2021-03-30,BR,200.000000
