,itemcode,warehousecode,transactiondate,transactioncode,transactionqty
6812,7-2727,MTG,2019-12-02,BR,45.000000
6813,81500.B,MTG,2019-12-02,BR,425.000000
6814,902422,MTG,2019-12-02,BR,400.000000
6815,93100GAS.B,MTG,2019-12-02,BR,400.000000
6816,93100GAS.B,MTG,2019-12-02,BR,7.670000
6817,BP56639,MTG,2019-12-02,BR,41.000000
6818,BP56643,MTG,2019-12-02,BR,50.000000
6819,OS022016BLACK,MTG,2019-12-02,BR,10976.000000
6820,022009,MTG,2019-12-03,BR,4896.000000
6821,022019SK,MTG,2019-12-03,BR,9240.000000
6822,071622PC,MTG,2019-12-03,BR,150.000000
6823,081922PC,MTG,2019-12-03,BR,75.000000
6824,081922WK,MTG,2019-12-03,BR,30.000000
6825,083222PC,MTG,2019-12-03,BR,150.000000
6826,084408,MTG,2019-12-03,BR,40.000000
6827,085922P,MTG,2019-12-03,BR,100.000000
6828,087764FF,MTG,2019-12-03,BR,317.000000
6829,089970,MTG,2019-12-03,BR,125.000000
6830,090808,MTG,2019-12-03,BR,50.000000
6831,092401,MTG,2019-12-03,BR,50.000000
6832,093922GF,MTG,2019-12-03,BR,30.000000
6833,095122GF,MTG,2019-12-03,BR,50.000000
6834,102032-12,MTG,2019-12-03,BR,7.000000
6835,11012663,MTG,2019-12-03,BR,24.000000
6836,11012663,MTG,2019-12-03,BR,5.000000
6837,14408,MTG,2019-12-03,BR,200.000000
6838,15003742,MTG,2019-12-03,BR,100.000000
6839,19971,MTG,2019-12-03,BR,560.000000
6840,234357-35.B,MTG,2019-12-03,BR,5100.000000
6841,234357-35.B,MTG,2019-12-03,BR,5100.000000
6842,501SS,MTG,2019-12-03,BR,500.000000
6843,602077,MTG,2019-12-03,BR,400.000000
6844,7-2720,MTG,2019-12-03,BR,30.000000
6845,7841265,MTG,2019-12-03,BR,24.000000
6846,920008,MTG,2019-12-03,BR,1000.000000
6847,93100DSL.B,MTG,2019-12-03,BR,400.000000
6848,93100GAS.B,MTG,2019-12-03,BR,900.000000
6849,93100GASBLUE.B,MTG,2019-12-03,BR,75.000000
6850,BK.7652944,MTG,2019-12-03,BR,50.000000
6851,BP25397,MTG,2019-12-03,BR,100.000000
6852,022016,MTG,2019-12-04,BR,5880.000000
6853,022019SK,MTG,2019-12-04,BR,10395.000000
6854,062527,MTG,2019-12-04,BR,2534.000000
6855,084104N,MTG,2019-12-04,BR,999.000000
6856,084105N,MTG,2019-12-04,BR,499.000000
6857,084106N,MTG,2019-12-04,BR,496.000000
6858,085632,MTG,2019-12-04,BR,300.000000
6859,092132GF,MTG,2019-12-04,BR,51.000000
6860,092232GF,MTG,2019-12-04,BR,101.000000
6861,092501,MTG,2019-12-04,BR,75.000000
6862,093615FIN,MTG,2019-12-04,BR,200.000000
6863,095932,MTG,2019-12-04,BR,250.000000
6864,096232,MTG,2019-12-04,BR,400.000000
6865,098832,MTG,2019-12-04,BR,100.000000
6866,098932,MTG,2019-12-04,BR,64.000000
6867,11012663,MTG,2019-12-04,BR,24.000000
6868,14308-STENS,MTG,2019-12-04,BR,976.000000
6869,14308C,MTG,2019-12-04,BR,500.000000
6870,18009969,MTG,2019-12-04,BR,75.000000
6871,234357-35.B,MTG,2019-12-04,BR,5100.000000
6872,602020,MTG,2019-12-04,BR,250.000000
6873,7-1033,MTG,2019-12-04,BR,43.000000
6874,96100.B,MTG,2019-12-04,BR,500.000000
6875,99910,MTG,2019-12-04,BR,50.000000
6876,BK.7652700,MTG,2019-12-04,BR,550.000000
6877,022016,MTG,2019-12-05,BR,9800.000000
6878,022019SK,MTG,2019-12-05,BR,10395.000000
6879,027200FF,MTG,2019-12-05,BR,40.000000
6880,082314,MTG,2019-12-05,BR,23.000000
6881,087764,MTG,2019-12-05,BR,500.000000
6882,087764C,MTG,2019-12-05,BR,50.000000
6883,089232F,MTG,2019-12-05,BR,50.000000
6884,093900FF,MTG,2019-12-05,BR,40.000000
6885,096132,MTG,2019-12-05,BR,400.000000
6886,096132FF,MTG,2019-12-05,BR,100.000000
6887,096132GF,MTG,2019-12-05,BR,50.000000
6888,097232,MTG,2019-12-05,BR,100.000000
6889,097532,MTG,2019-12-05,BR,50.000000
6890,098932,MTG,2019-12-05,BR,164.000000
6891,11012663,MTG,2019-12-05,BR,72.000000
6892,120032FF,MTG,2019-12-05,BR,60.000000
6893,14690,MTG,2019-12-05,BR,975.000000
6894,15023815,MTG,2019-12-05,BR,104.000000
6895,27200.B,MTG,2019-12-05,BR,1100.000000
6896,28200.B,MTG,2019-12-05,BR,1000.000000
6897,28300.B,MTG,2019-12-05,BR,1400.000000
6898,59032FF,MTG,2019-12-05,BR,120.000000
6899,7-1087.B,MTG,2019-12-05,BR,250.000000
6900,7-1087.B,MTG,2019-12-05,BR,250.000000
6901,901764,MTG,2019-12-05,BR,500.000000
6902,BP60000,MTG,2019-12-05,BR,50.000000
6903,STN-Q2,MTG,2019-12-05,BR,50.000000
6904,022016,MTG,2019-12-06,BR,9800.000000
6905,022019SK,MTG,2019-12-06,BR,11088.000000
6906,028714,MTG,2019-12-09,BR,20.000000
6907,028800,MTG,2019-12-09,BR,20.000000
6908,081700EUR,MTG,2019-12-09,BR,18.000000
6909,081700N,MTG,2019-12-09,BR,100.000000
6910,084107N,MTG,2019-12-09,BR,136.000000
6911,092200,MTG,2019-12-09,BR,50.000000
6912,092800,MTG,2019-12-09,BR,50.000000
6913,092800LME,MTG,2019-12-09,BR,150.000000
6914,096232FF,MTG,2019-12-09,BR,60.000000
6915,14690,MTG,2019-12-09,BR,525.000000
6916,15358609,MTG,2019-12-09,BR,50.000000
6917,1745418,MTG,2019-12-09,BR,221.000000
6918,1745418R,MTG,2019-12-09,BR,33.000000
6919,19970,MTG,2019-12-09,BR,150.000000
6920,31005G55,MTG,2019-12-09,BR,8.000000
6921,3475836R,MTG,2019-12-09,BR,32.000000
6922,500500,MTG,2019-12-09,BR,425.000000
6923,602043PURPLE,MTG,2019-12-09,BR,400.000000
6924,6746681R,MTG,2019-12-09,BR,32.000000
6925,7-1097,MTG,2019-12-09,BR,50.000000
6926,098616FF,MTG,2019-12-10,BR,100.000000
6927,10179182,MTG,2019-12-10,BR,76.000000
6928,103032,MTG,2019-12-10,BR,100.000000
6929,14308,MTG,2019-12-10,BR,1260.000000
6930,14308-24,MTG,2019-12-10,BR,300.000000
6931,1744965,MTG,2019-12-10,BR,213.000000
6932,1744965R,MTG,2019-12-10,BR,45.000000
6933,1744965R-KITS,MTG,2019-12-10,BR,68.000000
6934,3475836,MTG,2019-12-10,BR,139.000000
6935,3475836,MTG,2019-12-10,BR,1.000000
6936,500400,MTG,2019-12-10,BR,2280.000000
6937,500500,MTG,2019-12-10,BR,2280.000000
6938,602032CARB,MTG,2019-12-10,BR,2200.000000
6939,6746681,MTG,2019-12-10,BR,134.000000
6940,STN-Q1,MTG,2019-12-10,BR,52.000000
6941,081400FF,MTG,2019-12-11,BR,72.000000
6942,081700FF,MTG,2019-12-11,BR,144.000000
6943,093016SS,MTG,2019-12-11,BR,72.000000
6944,093032FF,MTG,2019-12-11,BR,60.000000
6945,098616FF,MTG,2019-12-11,BR,103.000000
6946,14301,MTG,2019-12-11,BR,50.000000
6947,14301C,MTG,2019-12-11,BR,50.000000
6948,14308,MTG,2019-12-11,BR,3740.000000
6949,14324,MTG,2019-12-11,BR,400.000000
6950,14324C,MTG,2019-12-11,BR,23.000000
6951,14512C,MTG,2019-12-11,BR,10.000000
6952,19971,MTG,2019-12-11,BR,300.000000
6953,199FRP1CFS,MTG,2019-12-11,BR,1800.000000
6954,303000.B,MTG,2019-12-11,BR,18000.000000
6955,303000.B,MTG,2019-12-11,BR,25000.000000
6956,83200.B,MTG,2019-12-11,BR,2800.000000
6957,91000.B,MTG,2019-12-11,BR,250.000000
6958,93100GAS.B,MTG,2019-12-11,BR,1350.000000
6959,95900.B,MTG,2019-12-11,BR,250.000000
6960,AV910,MTG,2019-12-11,BR,10.000000
6961,080532GF,MTG,2019-12-12,BR,50.000000
6962,080532LME,MTG,2019-12-12,BR,110.000000
6963,080532PW,MTG,2019-12-12,BR,100.000000
6964,084134,MTG,2019-12-12,BR,15.000000
6965,089222FF,MTG,2019-12-12,BR,100.000000
6966,089732PW,MTG,2019-12-12,BR,301.000000
6967,089736GF,MTG,2019-12-12,BR,50.000000
6968,089736P,MTG,2019-12-12,BR,100.000000
6969,089737GF,MTG,2019-12-12,BR,89.000000
6970,11012663,MTG,2019-12-12,BR,24.000000
6971,14308W,MTG,2019-12-12,BR,2000.000000
6972,14616,MTG,2019-12-12,BR,400.000000
6973,1744965,MTG,2019-12-12,BR,288.000000
6974,3475836,MTG,2019-12-12,BR,150.000000
6975,5359872,MTG,2019-12-12,BR,150.000000
6976,544171,MTG,2019-12-12,BR,50.000000
6977,6746681,MTG,2019-12-12,BR,145.000000
6978,7-2738.B,MTG,2019-12-12,BR,750.000000
6979,83200.B,MTG,2019-12-12,BR,1750.000000
6980,BP56645,MTG,2019-12-12,BR,53.000000
6981,ET13710,MTG,2019-12-12,BR,30.000000
6982,084104B,MTG,2019-12-13,BR,200.000000
6983,085632FF,MTG,2019-12-13,BR,120.000000
6984,093016,MTG,2019-12-13,BR,80.000000
6985,093016EF,MTG,2019-12-13,BR,40.000000
6986,093732,MTG,2019-12-13,BR,100.000000
6987,11012663,MTG,2019-12-13,BR,-24.000000
6988,11012663,MTG,2019-12-13,BR,24.000000
6989,14316,MTG,2019-12-13,BR,300.000000
6990,14399,MTG,2019-12-13,BR,1.000000
6991,15026362,MTG,2019-12-13,BR,500.000000
6992,1745418,MTG,2019-12-13,BR,292.000000
6993,5359856,MTG,2019-12-13,BR,150.000000
6994,602003,MTG,2019-12-13,BR,1000.000000
6995,602017,MTG,2019-12-13,BR,1500.000000
6996,7841265,MTG,2019-12-13,BR,24.000000
6997,86600.B,MTG,2019-12-13,BR,150.000000
6998,902804,MTG,2019-12-13,BR,200.000000
6999,94444RTU.B,MTG,2019-12-13,BR,500.000000
7000,97300.B,MTG,2019-12-13,BR,150.000000
7001,031003,MTG,2019-12-16,BR,373.000000
7002,031005,MTG,2019-12-16,BR,367.000000
7003,052000-4/15,MTG,2019-12-16,BR,18.000000
7004,062527,MTG,2019-12-16,BR,841.000000
7005,080316GF,MTG,2019-12-16,BR,50.000000
7006,081400EUR,MTG,2019-12-16,BR,36.000000
7007,081432,MTG,2019-12-16,BR,200.000000
7008,081432GF,MTG,2019-12-16,BR,50.000000
7009,081732GF,MTG,2019-12-16,BR,100.000000
7010,081732PC,MTG,2019-12-16,BR,200.000000
7011,081732PW,MTG,2019-12-16,BR,506.000000
7012,081732SP,MTG,2019-12-16,BR,40.000000
7013,093016,MTG,2019-12-16,BR,420.000000
7014,093016C,MTG,2019-12-16,BR,50.000000
7015,093116,MTG,2019-12-16,BR,100.000000
7016,093116EF,MTG,2019-12-16,BR,50.000000
7017,094700N,MTG,2019-12-16,BR,75.000000
7018,094932,MTG,2019-12-16,BR,250.000000
7019,094932C,MTG,2019-12-16,BR,40.000000
7020,094932GF,MTG,2019-12-16,BR,31.000000
7021,094932LME,MTG,2019-12-16,BR,30.000000
7022,11012663,MTG,2019-12-16,BR,24.000000
7023,14308.B,MTG,2019-12-16,BR,6300.000000
7024,14308FF,MTG,2019-12-16,BR,600.000000
7025,15003726,MTG,2019-12-16,BR,100.000000
7026,234357-35.B,MTG,2019-12-16,BR,5100.000000
7027,550597044,MTG,2019-12-16,BR,294.000000
7028,7-1096,MTG,2019-12-16,BR,50.000000
7029,7841265,MTG,2019-12-16,BR,24.000000
7030,85120,MTG,2019-12-16,BR,200.000000
7031,BP25396,MTG,2019-12-16,BR,100.000000
7032,BP56646,MTG,2019-12-16,BR,100.000000
7033,OS022015,MTG,2019-12-16,BR,7840.000000
7034,STN-G1,MTG,2019-12-16,BR,360.000000
7035,STN-G2,MTG,2019-12-16,BR,540.000000
7036,022001,MTG,2019-12-17,BR,12713.000000
7037,052000-4/15,MTG,2019-12-17,BR,51.000000
7038,062527,MTG,2019-12-17,BR,2553.000000
7039,071716,MTG,2019-12-17,BR,50.000000
7040,071716C,MTG,2019-12-17,BR,30.000000
7041,080416LME,MTG,2019-12-17,BR,100.000000
7042,080416WK,MTG,2019-12-17,BR,30.000000
7043,081416LME,MTG,2019-12-17,BR,100.000000
7044,081516GF,MTG,2019-12-17,BR,50.000000
7045,081532,MTG,2019-12-17,BR,100.000000
7046,081900N,MTG,2019-12-17,BR,250.000000
7047,084800,MTG,2019-12-17,BR,36.000000
7048,085932GF,MTG,2019-12-17,BR,100.000000
7049,085932PW,MTG,2019-12-17,BR,750.000000
7050,085932SP,MTG,2019-12-17,BR,50.000000
7051,089816LME,MTG,2019-12-17,BR,65.000000
7052,090316N,MTG,2019-12-17,BR,750.000000
7053,094600EUR,MTG,2019-12-17,BR,30.000000
7054,11012663,MTG,2019-12-17,BR,24.000000
7055,136032,MTG,2019-12-17,BR,200.000000
7056,14201,MTG,2019-12-17,BR,50.000000
7057,14308FF,MTG,2019-12-17,BR,600.000000
7058,15003676,MTG,2019-12-17,BR,100.000000
7059,15003734,MTG,2019-12-17,BR,100.000000
7060,15026370,MTG,2019-12-17,BR,500.000000
7061,15941404,MTG,2019-12-17,BR,100.000000
7062,234357-35.B,MTG,2019-12-17,BR,5100.000000
7063,234357-35.B,MTG,2019-12-17,BR,5100.000000
7064,234357-35.B,MTG,2019-12-17,BR,5100.000000
7065,30255,MTG,2019-12-17,BR,6.000000
7066,5359864,MTG,2019-12-17,BR,100.000000
7067,5359880,MTG,2019-12-17,BR,250.000000
7068,550597044,MTG,2019-12-17,BR,818.000000
7069,601013PA,MTG,2019-12-17,BR,0.050000
7070,7841265,MTG,2019-12-17,BR,28.000000
7071,85120,MTG,2019-12-17,BR,200.000000
7072,BP56637,MTG,2019-12-17,BR,50.000000
7073,BP56657,MTG,2019-12-17,BR,50.000000
7074,STN-QKIT,MTG,2019-12-17,BR,154.000000
7075,022001,MTG,2019-12-18,BR,18002.000000
7076,027032LM,MTG,2019-12-18,BR,36.000000
7077,027132,MTG,2019-12-18,BR,100.000000
7078,027232,MTG,2019-12-18,BR,100.000000
7079,028532,MTG,2019-12-18,BR,80.000000
7080,031700C,MTG,2019-12-18,BR,75.000000
7081,043810,MTG,2019-12-18,BR,1500.000000
7082,062527,MTG,2019-12-18,BR,1214.000000
7083,085116FF,MTG,2019-12-18,BR,240.000000
7084,085116GF,MTG,2019-12-18,BR,100.000000
7085,085916N,MTG,2019-12-18,BR,1000.000000
7086,087616,MTG,2019-12-18,BR,300.000000
7087,092800FF,MTG,2019-12-18,BR,73.000000
7088,093016SS,MTG,2019-12-18,BR,76.000000
7089,14311R,MTG,2019-12-18,BR,75.000000
7090,15358591,MTG,2019-12-18,BR,100.000000
7091,17997594,MTG,2019-12-18,BR,100.000000
7092,17997610,MTG,2019-12-18,BR,100.000000
7093,17997644,MTG,2019-12-18,BR,80.000000
7094,234357-35.B,MTG,2019-12-18,BR,2520.000000
7095,234357-35.B,MTG,2019-12-18,BR,5100.000000
7096,237000.B,MTG,2019-12-18,BR,5100.000000
7097,237000.B,MTG,2019-12-18,BR,5100.000000
7098,237191-W35,MTG,2019-12-18,BR,1667.000000
7099,267310,MTG,2019-12-18,BR,24.000000
7100,7-1087,MTG,2019-12-18,BR,125.000000
7101,BK.7652950,MTG,2019-12-18,BR,266.000000
7102,STO-G,MTG,2019-12-18,BR,40.000000
7103,022001,MTG,2019-12-19,BR,16695.000000
7104,027032LM,MTG,2019-12-19,BR,64.000000
7105,027232LM,MTG,2019-12-19,BR,100.000000
7106,028332LM,MTG,2019-12-19,BR,25.000000
7107,040051,MTG,2019-12-19,BR,20.000000
7108,071600EUR,MTG,2019-12-19,BR,40.000000
7109,071600N,MTG,2019-12-19,BR,75.000000
7110,071701,MTG,2019-12-19,BR,50.000000
7111,071703,MTG,2019-12-19,BR,49.000000
7112,080400EUR,MTG,2019-12-19,BR,40.000000
7113,080500N,MTG,2019-12-19,BR,50.000000
7114,081318GF,MTG,2019-12-19,BR,30.000000
7115,082708SP,MTG,2019-12-19,BR,40.000000
7116,083821N,MTG,2019-12-19,BR,10.000000
7117,085600N,MTG,2019-12-19,BR,75.000000
7118,085700,MTG,2019-12-19,BR,30.000000
7119,085716F,MTG,2019-12-19,BR,75.000000
7120,085716FP,MTG,2019-12-19,BR,80.000000
7121,085716PC,MTG,2019-12-19,BR,125.000000
7122,085716SP,MTG,2019-12-19,BR,30.000000
7123,085900EUR,MTG,2019-12-19,BR,80.000000
7124,085900N,MTG,2019-12-19,BR,208.000000
7125,086622,MTG,2019-12-19,BR,120.000000
7126,087900EUR,MTG,2019-12-19,BR,5.000000
7127,087916,MTG,2019-12-19,BR,25.000000
7128,087932,MTG,2019-12-19,BR,40.000000
7129,087932N,MTG,2019-12-19,BR,20.000000
7130,088032,MTG,2019-12-19,BR,100.000000
7131,088032N,MTG,2019-12-19,BR,10.000000
7132,089200EUR,MTG,2019-12-19,BR,30.000000
7133,091016PC,MTG,2019-12-19,BR,50.000000
7134,091016WK,MTG,2019-12-19,BR,26.000000
7135,093000FF,MTG,2019-12-19,BR,80.000000
7136,103000,MTG,2019-12-19,BR,40.000000
7137,103003,MTG,2019-12-19,BR,100.000000
7138,11012663,MTG,2019-12-19,BR,48.000000
7139,118-9777,MTG,2019-12-19,BR,20.000000
7140,1193275,MTG,2019-12-19,BR,25.000000
7141,1193283,MTG,2019-12-19,BR,35.000000
7142,14300UN,MTG,2019-12-19,BR,15.000000
7143,17997354,MTG,2019-12-19,BR,80.000000
7144,17997412,MTG,2019-12-19,BR,80.000000
7145,17997438,MTG,2019-12-19,BR,80.000000
7146,17997537,MTG,2019-12-19,BR,84.000000
7147,267310,MTG,2019-12-19,BR,10.000000
7148,602001,MTG,2019-12-19,BR,150.000000
7149,602037,MTG,2019-12-19,BR,2000.000000
7150,7-1095,MTG,2019-12-19,BR,50.000000
7151,7-1099,MTG,2019-12-19,BR,40.000000
7152,901200,MTG,2019-12-19,BR,54.000000
7153,90611,MTG,2019-12-19,BR,100.000000
7154,90671,MTG,2019-12-19,BR,30.000000
7155,BK.7652950,MTG,2019-12-19,BR,34.000000
7156,022001,MTG,2019-12-20,BR,15582.000000
7157,028300LME,MTG,2019-12-20,BR,45.000000
7158,082708F,MTG,2019-12-20,BR,75.000000
7159,085714GF,MTG,2019-12-20,BR,26.000000
7160,085732C,MTG,2019-12-20,BR,10.000000
7161,085732DGP-A,MTG,2019-12-20,BR,100.000000
7162,085732F,MTG,2019-12-20,BR,30.000000
7163,085732SP,MTG,2019-12-20,BR,10.000000
7164,085900N,MTG,2019-12-20,BR,192.000000
7165,086622,MTG,2019-12-20,BR,430.000000
7166,087208GF,MTG,2019-12-20,BR,66.000000
7167,087308GF,MTG,2019-12-20,BR,66.000000
7168,089632DGP-A,MTG,2019-12-20,BR,180.000000
7169,096832EUR,MTG,2019-12-20,BR,20.000000
7170,10879864,MTG,2019-12-20,BR,12.000000
7171,11012663,MTG,2019-12-20,BR,12.000000
7172,15941438,MTG,2019-12-20,BR,150.000000
7173,15941453,MTG,2019-12-20,BR,150.000000
7174,17997404,MTG,2019-12-20,BR,120.000000
7175,17997420,MTG,2019-12-20,BR,80.000000
7176,17997446,MTG,2019-12-20,BR,80.000000
7177,602037,MTG,2019-12-20,BR,2000.000000
7178,095916N,MTG,2020-01-03,BR,225.000000
7179,14332,MTG,2020-01-03,BR,100.000000
7180,14332UN,MTG,2020-01-03,BR,15.000000
7181,17997545,MTG,2020-01-03,BR,324.000000
7182,235826-35.B,MTG,2020-01-03,BR,5100.000000
7183,235826-35.B,MTG,2020-01-03,BR,5100.000000
7184,602009,MTG,2020-01-03,BR,1250.000000
7185,81500.B,MTG,2020-01-03,BR,1500.000000
7186,BP274448,MTG,2020-01-03,BR,30.000000
7187,027010DGP-A,MTG,2020-01-06,BR,40.000000
7188,027400,MTG,2020-01-06,BR,50.000000
7189,028401,MTG,2020-01-06,BR,20.000000
7190,028510,MTG,2020-01-06,BR,80.000000
7191,028510DGP-A,MTG,2020-01-06,BR,25.000000
7192,028510LM,MTG,2020-01-06,BR,34.000000
7193,052000-4/15,MTG,2020-01-06,BR,24.000000
7194,071600N,MTG,2020-01-06,BR,75.000000
7195,081202A,MTG,2020-01-06,BR,1536.000000
7196,081202B,MTG,2020-01-06,BR,1536.000000
7197,081202C,MTG,2020-01-06,BR,840.000000
7198,081732PC,MTG,2020-01-06,BR,150.000000
7199,085606N,MTG,2020-01-06,BR,450.000000
7200,085932SP,MTG,2020-01-06,BR,50.000000
7201,085932WK,MTG,2020-01-06,BR,30.000000
7202,089200N,MTG,2020-01-06,BR,100.000000
7203,092632DGP-A,MTG,2020-01-06,BR,30.000000
7204,093091,MTG,2020-01-06,BR,1.000000
7205,094805,MTG,2020-01-06,BR,4.000000
7206,095916N,MTG,2020-01-06,BR,275.000000
7207,096216C,MTG,2020-01-06,BR,150.000000
7208,096216N,MTG,2020-01-06,BR,2005.000000
7209,097316,MTG,2020-01-06,BR,200.000000
7210,097316GF,MTG,2020-01-06,BR,-200.000000
7211,097316GF,MTG,2020-01-06,BR,200.000000
7212,11012663,MTG,2020-01-06,BR,24.000000
7213,1116,MTG,2020-01-06,BR,55.000000
7214,17997545,MTG,2020-01-06,BR,396.000000
7215,17997636,MTG,2020-01-06,BR,40.000000
7216,19000,MTG,2020-01-06,BR,252.000000
7217,19009,MTG,2020-01-06,BR,72.000000
7218,235826-35.B,MTG,2020-01-06,BR,588.000000
7219,267310,MTG,2020-01-06,BR,24.000000
7220,300357.B,MTG,2020-01-06,BR,400.000000
7221,303000.B,MTG,2020-01-06,BR,25000.000000
7222,335826-35,MTG,2020-01-06,BR,1798.000000
7223,3704673,MTG,2020-01-06,BR,100.000000
7224,54900.B,MTG,2020-01-06,BR,150.000000
7225,550597044,MTG,2020-01-06,BR,394.000000
7226,601013PA,MTG,2020-01-06,BR,8.750000
7227,602003,MTG,2020-01-06,BR,1750.000000
7228,602017,MTG,2020-01-06,BR,2800.000000
7229,817GA5,MTG,2020-01-06,BR,1.000000
7230,89950P1CFS,MTG,2020-01-06,BR,2500.000000
7231,90691,MTG,2020-01-06,BR,30.000000
7232,95000.B,MTG,2020-01-06,BR,200.000000
7233,BP56648,MTG,2020-01-06,BR,50.000000
7234,K4199-1.B,MTG,2020-01-06,BR,400.000000
7235,X441055,MTG,2020-01-06,BR,1.000000
7236,X441055,MTG,2020-01-06,BR,3.000000
7237,X442055,MTG,2020-01-06,BR,2.000000
7238,X442055,MTG,2020-01-06,BR,3.000000
7239,028714,MTG,2020-01-07,BR,20.000000
7240,028901,MTG,2020-01-07,BR,15.000000
7241,030200N,MTG,2020-01-07,BR,100.000000
7242,038010,MTG,2020-01-07,BR,40.000000
7243,043809,MTG,2020-01-07,BR,139.000000
7244,071600EUR,MTG,2020-01-07,BR,30.000000
7245,081202C,MTG,2020-01-07,BR,696.000000
7246,081202FF,MTG,2020-01-07,BR,384.000000
7247,083200N,MTG,2020-01-07,BR,40.000000
7248,083702,MTG,2020-01-07,BR,12.000000
7249,085132GF,MTG,2020-01-07,BR,200.000000
7250,085132PC,MTG,2020-01-07,BR,50.000000
7251,085606N,MTG,2020-01-07,BR,3825.000000
7252,094100,MTG,2020-01-07,BR,50.000000
7253,142010,MTG,2020-01-07,BR,50.000000
7254,2500,MTG,2020-01-07,BR,75.000000
7255,303000.B,MTG,2020-01-07,BR,5000.000000
7256,31003G55,MTG,2020-01-07,BR,4.000000
7257,435059,MTG,2020-01-07,BR,25.000000
7258,500400,MTG,2020-01-07,BR,250.000000
7259,602017,MTG,2020-01-07,BR,2275.000000
7260,7-2731,MTG,2020-01-07,BR,50.000000
7261,87700.B,MTG,2020-01-07,BR,1500.000000
7262,89950P1CFS,MTG,2020-01-07,BR,500.000000
7263,BC5GALC-1,MTG,2020-01-07,BR,2.000000
7264,KP4159-1,MTG,2020-01-07,BR,200.000000
7265,STO-Q,MTG,2020-01-07,BR,50.000000
7266,033264,MTG,2020-01-08,BR,50.000000
7267,040050P,MTG,2020-01-08,BR,10.000000
7268,071600FF,MTG,2020-01-08,BR,40.000000
7269,081632,MTG,2020-01-08,BR,150.000000
7270,081632GF,MTG,2020-01-08,BR,50.000000
7271,084107B,MTG,2020-01-08,BR,10.000000
7272,085606N,MTG,2020-01-08,BR,1726.000000
7273,085616PC,MTG,2020-01-08,BR,308.000000
7274,085900FF,MTG,2020-01-08,BR,80.000000
7275,086522GF,MTG,2020-01-08,BR,130.000000
7276,086522LME,MTG,2020-01-08,BR,300.000000
7277,093664,MTG,2020-01-08,BR,100.000000
7278,093664DGP,MTG,2020-01-08,BR,25.000000
7279,093664EF,MTG,2020-01-08,BR,40.000000
7280,094964DGP-A,MTG,2020-01-08,BR,25.000000
7281,14308C,MTG,2020-01-08,BR,600.000000
7282,14399,MTG,2020-01-08,BR,2.000000
7283,185-GF025CNC20,MTG,2020-01-08,BR,200.000000
7284,19970,MTG,2020-01-08,BR,150.000000
7285,267310,MTG,2020-01-08,BR,24.000000
7286,303000.B,MTG,2020-01-08,BR,100000.000000
7287,544189,MTG,2020-01-08,BR,20.000000
7288,602000,MTG,2020-01-08,BR,2500.000000
7289,602001,MTG,2020-01-08,BR,650.000000
7290,7-2729,MTG,2020-01-08,BR,50.000000
7291,86600.B,MTG,2020-01-08,BR,250.000000
7292,87700.B,MTG,2020-01-08,BR,1500.000000
7293,93100TANK.B,MTG,2020-01-08,BR,300.000000
7294,93100TANK.B,MTG,2020-01-08,BR,300.000000
7295,94444CON.B,MTG,2020-01-08,BR,1500.000000
7296,95022.B,MTG,2020-01-08,BR,150.000000
7297,BC1GALK-2,MTG,2020-01-08,BR,62.000000
7298,BC1GALP-25,MTG,2020-01-08,BR,9.000000
7299,BC32OZK-12,MTG,2020-01-08,BR,20.000000
7300,022009,MTG,2020-01-09,BR,864.000000
7301,026003TA1,MTG,2020-01-09,BR,600.000000
7302,080922P,MTG,2020-01-09,BR,50.000000
7303,081022,MTG,2020-01-09,BR,103.000000
7304,083222GF,MTG,2020-01-09,BR,55.000000
7305,084904B,MTG,2020-01-09,BR,10.000000
7306,085900FF,MTG,2020-01-09,BR,240.000000
7307,086522LME,MTG,2020-01-09,BR,185.000000
7308,086522WK,MTG,2020-01-09,BR,50.000000
7309,095222,MTG,2020-01-09,BR,100.000000
7310,095222F,MTG,2020-01-09,BR,33.000000
7311,095222GF,MTG,2020-01-09,BR,30.000000
7312,11012663,MTG,2020-01-09,BR,24.000000
7313,1322,MTG,2020-01-09,BR,30.000000
7314,14690,MTG,2020-01-09,BR,845.000000
7315,205-GF025RNC550,MTG,2020-01-09,BR,3.000000
7316,2322,MTG,2020-01-09,BR,50.000000
7317,2422,MTG,2020-01-09,BR,50.000000
7318,28000.B,MTG,2020-01-09,BR,500.000000
7319,28100.B,MTG,2020-01-09,BR,750.000000
7320,300355.B,MTG,2020-01-09,BR,2500.000000
7321,300355.B,MTG,2020-01-09,BR,2500.000000
7322,300355.B,MTG,2020-01-09,BR,1250.000000
7323,303000.B,MTG,2020-01-09,BR,41250.000000
7324,3704681TA1,MTG,2020-01-09,BR,900.000000
7325,83200.B,MTG,2020-01-09,BR,2000.000000
7326,902422,MTG,2020-01-09,BR,500.000000
7327,96100.B,MTG,2020-01-09,BR,1600.000000
7328,BP2543742,MTG,2020-01-09,BR,100.000000
7329,601009,MTG,2020-01-10,BR,15.500000
7330,601013PA,MTG,2020-01-10,BR,22.000000
7331,602037,MTG,2020-01-10,BR,2000.000000
7332,022002,MTG,2020-01-13,BR,2699.000000
7333,022009,MTG,2020-01-13,BR,2592.000000
7334,026003TA1,MTG,2020-01-13,BR,3600.000000
