Blend,Desc,hr,expOH,Count,CountDate,Difference
602067,602067 - BLEND-Bowl & Drain Cleaner,,138.75,125.0,12/6/2021,-13.75
81500.B,81500.B - BLEND-TEAK BRTNR,,317.5,175.0,12/6/2021,-142.5
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,1221.5,1225.0,12/6/2021,3.5
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,542.5,405.0,12/6/2021,-137.5
93700.B,93700.B - BLEND-PWR PINE BOAT WASH,,130.0,75.0,12/6/2021,-55.0
94600.B,94600.B - BLEND-ORANGE WASH & WAX,,185.0,160.0,12/6/2021,-25.0
18500.B,18500.B - BLEND-SEMI SYN Hydraulic Fluid,,355.0,50.0,12/6/2021,-305.0
93100TANK.B,93100TANK.B - BLEND-STARTRON TANK TRTMNT,,440.0,430.0,12/6/2021,-10.0
089300.B,089300.B - BLEND-GEL TEAK CLEANER,,55.0,30.0,12/6/2021,-25.0
91000.B,91000.B - BLEND-INFL BT & VINYL POLISH,,46.25,40.0,12/6/2021,-6.25
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,145.937,165.0,12/6/2021,19.063
86600.B,86600.B - BLEND-Mildew Stain BLOCKER,,66.875,50.0,12/2/2021,-16.875
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,30.0,30.0,12/2/2021,0.0
602046,602046 - BLEND-BOAT SOAP,,1165.0,1120.0,12/2/2021,-45.0
94200.B,94200.B - BLEND-ORANGE CLEANER/DEGREASER,,94.937,75.0,12/2/2021,-19.937
94400.B,94400.B - BLEND-ORANGE BILGE CLEANER,,360.0,330.0,12/2/2021,-30.0
602042,602042 - BLEND-AQUA CLEAN,,175.0,130.0,12/2/2021,-45.0
1170570.B,1170570.B - BLEND-NITRATE NUTRIENTS,,48.0,45.0,12/2/2021,-3.0
95600.B,95600.B - BLEND-STARTRON RING CLEANER,,44.375,45.0,12/2/2021,0.625
602000,602000 - BLEND-BOAT WASH / RV WASH,,1840.0,1840.0,12/2/2021,0.0
602016,602016 - BLEND-AWN CLNR/VINL SHMP/BT CV,,458.75,355.0,12/2/2021,-103.75
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,3236.5,3160.0,12/2/2021,-76.5
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,500.0,500.0,12/2/2021,0.0
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,725.0,485.0,12/2/2021,-240.0
95022.B,95022.B - BLEND-SPIDER AWAY,,42.719,45.0,12/2/2021,2.281
602005,602005 - BLEND-WATERPROOFING,,2286.561,2286.0,12/1/2021,-0.561
602017,602017 - BLEND-DECK CLEANER,,1640.0,1480.0,12/1/2021,-160.0
602023,602023 - BLEND-VINYL BRITE,,23.75,25.0,12/1/2021,1.25
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,424.5,415.0,12/1/2021,-9.5
95000.B,95000.B - BLEND-VIEW GUARD,,114.406,100.0,12/1/2021,-14.406
602045,602045 - BLEND-ULT STN BSTR RUG CLNR,,150.0,150.0,12/1/2021,0.0
7-2738.B,7-2738.B - BLEND-SPRAY FAST WAX,,179.0,150.0,12/1/2021,-29.0
052004N,052004N - BLEND-BIOSAFE ANTIFREEZE (NF),,35.0,35.0,12/1/2021,0.0
601013PA,601013PA - BLEND-EGAF with Ph. Acid,,45.0,35.0,12/1/2021,-10.0
602009,602009 - BLEND-TEAK CLEANER,,1533.0,1365.0,11/30/2021,-168.0
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,220.5,205.0,11/30/2021,-15.5
602072,602072 - BLEND-Full Synthetic 20W40,,425.0,410.0,11/30/2021,-15.0
28000.B,28000.B - BLEND-SUP PRM HD SAE 15W40,,60.0,55.0,11/30/2021,-5.0
602070,602070 - BLEND-Full Synthetic 10W30,,140.0,100.0,11/30/2021,-40.0
94444RTU.B,94444RTU.B - BLEND-Salt Terminator RTU,,46.875,40.0,11/30/2021,-6.875
89755.B,89755.B - BLEND-ECO WATERPROOFING,,623.125,610.0,11/30/2021,-13.125
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,4012.0,4215.0,11/29/2021,203.0
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,790.0,760.0,11/29/2021,-30.0
93700.B,93700.B - BLEND-PWR PINE BOAT WASH,,430.0,430.0,11/29/2021,0.0
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,,164.762,285.0,11/29/2021,120.238
94700.B,94700.B - BLEND-POWER PINE WASH & WAX,,330.0,270.0,11/29/2021,-60.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,370.0,370.0,11/29/2021,0.0
602602,602602 - BLEND-GEL MILDEW STAIN RMVR,,100.0,75.0,11/29/2021,-25.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,967.0,895.0,11/29/2021,-72.0
27200.B,27200.B - BLEND-80w90 & Hypoid 90wt,,951.875,875.0,11/29/2021,-76.875
27800.B,27800.B - BLEND-SUP PRM SAE 30 HVY DTY,,20.0,15.0,11/29/2021,-5.0
28300.B,28300.B - BLEND-25W40 4STROKE,,270.0,265.0,11/29/2021,-5.0
602607CONC,602607CONC - BLEND-WM Descaler CONC,,693.0,500.0,11/23/2021,-193.0
88300.B,88300.B - BLEND-Screen Cleaner/Protector,,100.0,100.0,11/23/2021,0.0
602024,602024 - BLEND-RAIN VIEW,,100.0,100.0,11/23/2021,0.0
5359351.B,5359351.B - BLEND-HD CHEM PREM TRT MINT,,2065.0,2055.0,11/23/2021,-10.0
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,8595.373,8300.0,11/23/2021,-295.373
602607CONC,602607CONC - BLEND-WM Descaler CONC,,693.0,500.0,11/23/2021,-193.0
602607RTU,602607RTU - BLEND-WM Descaler RTU,,1215.0,1400.0,11/23/2021,185.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,1023.0,700.0,11/23/2021,-323.0
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,70.0,50.0,11/23/2021,-20.0
83200.B,83200.B - BLEND-EXTREME CLEAN,,3859.027,3575.0,11/23/2021,-284.027
27300.B,27300.B - BLEND-PRM TYPE C GEAR LUBE,,37.0,30.0,11/22/2021,-7.0
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,1390.0,1390.0,11/22/2021,0.0
602001,602001 - BLEND-BILGE CLEANER,,530.0,455.0,11/22/2021,-75.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,690.0,650.0,11/22/2021,-40.0
602000,602000 - BLEND-BOAT WASH / RV WASH,,2911.75,2645.0,11/22/2021,-266.75
602604,602604 - BLEND-Citrus Boat Wash (orange,,170.0,170.0,11/22/2021,0.0
14308.B,14308.B - BLEND-STARTRON AUTO GAS,,873.75,900.0,11/22/2021,26.25
93700.B,93700.B - BLEND-PWR PINE BOAT WASH,,185.0,180.0,11/22/2021,-5.0
602020,602020 - BLEND-BARNACLE REMOVER,,799.5,665.0,11/19/2021,-134.5
28300.B,28300.B - BLEND-25W40 4STROKE,,580.0,510.0,11/19/2021,-70.0
602017,602017 - BLEND-DECK CLEANER,,4543.5,4140.0,11/19/2021,-403.5
87700.B,87700.B - BLEND-ALUMINUM CLEANER 2,,4185.0,4125.0,11/19/2021,-60.0
88300.B,88300.B - BLEND-Screen Cleaner/Protector,,150.312,100.0,11/19/2021,-50.312
602024,602024 - BLEND-RAIN VIEW,,125.0,100.0,11/19/2021,-25.0
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,1350.0,1270.0,11/19/2021,-80.0
5359351.B,5359351.B - BLEND-HD CHEM PREM TRT MINT,,2080.0,2065.0,11/19/2021,-15.0
602005,602005 - BLEND-WATERPROOFING,,2386.561,2386.561,11/19/2021,0.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,1150.0,1150.0,11/17/2021,0.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,2648.125,2740.0,11/17/2021,91.875
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,2065.0,1790.0,11/17/2021,-275.0
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,115.0,75.0,11/17/2021,-40.0
602009,602009 - BLEND-TEAK CLEANER,,3202.75,3150.0,11/17/2021,-52.75
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,249.006,315.0,11/17/2021,65.994
14308.B,14308.B - BLEND-STARTRON AUTO GAS,,1080.808,1110.0,11/17/2021,29.192
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,220.0,220.0,11/17/2021,0.0
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,1900.0,1850.0,11/17/2021,-50.0
81500.B,81500.B - BLEND-TEAK BRTNR,,2022.3077,1875.0,11/11/2021,-147.3077
602022,602022 - BLEND-RUST EATER & CONVERTER,,275.0,280.0,11/11/2021,5.0
602045,602045 - BLEND-ULT STN BSTR RUG CLNR,,154.5694,150.0,11/11/2021,-4.5694
92000.B,92000.B - BLEND-Hard Water Spot Rmvr,,150.0,150.0,11/11/2021,0.0
89755.B,89755.B - BLEND-ECO WATERPROOFING,,750.624,685.0,11/11/2021,-65.624
602005,602005 - BLEND-WATERPROOFING,,3289.9295,3280.0,11/11/2021,-9.9295
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,1040.0,990.0,11/11/2021,-50.0
602010,602010 - BLEND-TOILET TREAT LEMON,,1585.0,1575.0,11/11/2021,-10.0
602082,602082 - BLEND-Low Odor Waterproofing,,225.0,195.0,11/11/2021,-30.0
44200.B,44200.B - BLEND-UV PROTECTANT,,825.0,825.0,11/11/2021,0.0
7-2738.B,7-2738.B - BLEND-SPRAY FAST WAX,,72.75,185.0,11/11/2021,112.25
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,2931.5,2825.0,11/10/2021,-106.5
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,45.0,40.0,11/10/2021,-5.0
602059,602059 - BLEND-ECO TRIM & TILT FLUID,,100.0,95.0,11/10/2021,-5.0
28500.B,28500.B - BLEND-TRIM & TILT FLUID,,218.125,200.0,11/10/2021,-18.125
28300.B,28300.B - BLEND-25W40 4STROKE,,92.5,80.0,11/10/2021,-12.5
5359351.B,5359351.B - BLEND-HD CHEM PREM TRT MINT,,120.0,80.0,11/10/2021,-40.0
94444RTU.B,94444RTU.B - BLEND-Salt Terminator RTU,,150.0,150.0,11/10/2021,0.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,3635.75,3370.0,11/10/2021,-265.75
602603,602603 - BLEND-Concrete/Stone Protector,,143.75,140.0,11/10/2021,-3.75
602023,602023 - BLEND-VINYL BRITE,,113.9017,80.0,11/10/2021,-33.9017
86700.B,86700.B - BLEND-RUB RAIL RESTORER,,62.5,60.0,11/10/2021,-2.5
124971,124971 - BLEND-Hvy Duty Clnr Wax,,875.0,875.0,11/10/2021,0.0
300357.B,300357.B - BLEND-ITW Alum Protector AF,,650.0,650.0,11/10/2021,0.0
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,270.0,200.0,11/10/2021,-70.0
101762,101762 - BLEND-Liquid Rubbing Compund-E,,603.0,600.0,11/10/2021,-3.0
91000.B,91000.B - BLEND-INFL BT & VINYL POLISH,,114.25,110.0,11/10/2021,-4.25
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,350.5,75.0,11/10/2021,-275.5
602009,602009 - BLEND-TEAK CLEANER,,660.0,245.0,11/9/2021,-415.0
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,245.0,235.0,11/10/2021,-10.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,2435.0,2395.0,11/10/2021,-40.0
602020,602020 - BLEND-BARNACLE REMOVER,,655.0,100.0,11/9/2021,-555.0
27200.B,27200.B - BLEND-80w90 & Hypoid 90wt,,278.281,225.0,11/10/2021,-53.281
602001,602001 - BLEND-BILGE CLEANER,,690.0,650.0,11/9/2021,-40.0
602016,602016 - BLEND-AWN CLNR/VINL SHMP/BT CV,,285.937,245.0,11/9/2021,-40.937
602020,602020 - BLEND-BARNACLE REMOVER,,655.0,650.0,11/9/2021,-5.0
602011,602011 - BLEND-TOILET TREAT PINE,,120.0,100.0,11/9/2021,-20.0
602016,602016 - BLEND-AWN CLNR/VINL SHMP/BT CV,,285.937,245.0,11/9/2021,89.063
602020,602020 - BLEND-BARNACLE REMOVER,,655.0,650.0,11/9/2021,790.0
602011,602011 - BLEND-TOILET TREAT PINE,,120.0,100.0,11/9/2021,75.0
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,542.774,460.0,11/8/2021,-82.774
601011DIL,"601011DIL - BLEND-150,000 MILE AF DILUTED",,388.0,300.0,11/8/2021,-88.0
602000,602000 - BLEND-BOAT WASH / RV WASH,,2380.0,2320.0,11/8/2021,-60.0
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,365.0,345.0,11/8/2021,-20.0
602009,602009 - BLEND-TEAK CLEANER,,670.0,660.0,11/8/2021,-10.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,1305.0,1225.0,11/8/2021,-80.0
93700.B,93700.B - BLEND-PWR PINE BOAT WASH,,585.0,585.0,11/8/2021,0.0
97300.B,97300.B - BLEND-Deck Wax,,200.0,150.0,11/8/2021,-50.0
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,,678.0,870.0,11/4/2021,192.0
602607CONC,602607CONC - BLEND-WM Descaler CONC,,393.0,393.0,11/4/2021,0.0
602607RTU,602607RTU - BLEND-WM Descaler RTU,,415.0,415.0,11/4/2021,0.0
87700.B,87700.B - BLEND-ALUMINUM CLEANER 2,,2195.0,2185.0,11/4/2021,-10.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,1150.0,1115.0,11/4/2021,-35.0
602030,602030 - BLEND-D-SCALING FLUSH,,90.0,90.0,11/2/2021,0.0
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,615.5,385.0,11/2/2021,-230.5
300357.B,300357.B - BLEND-ITW Alum Protector AF,,650.0,650.0,11/2/2021,0.0
601011DIL,"601011DIL - BLEND-150,000 MILE AF DILUTED",,188.0,100.0,11/2/2021,-88.0
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,3635.75,2860.0,11/2/2021,-775.75
93700.B,93700.B - BLEND-PWR PINE BOAT WASH,,60.0,55.0,11/2/2021,-5.0
97100.B,97100.B - BLEND-WATER SHOCK,,650.0,725.0,11/2/2021,75.0
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,245.0,245.0,11/2/2021,0.0
97000DIL.B,97000DIL.B - BLEND-WATER TRT/FRSHNR DILUTED,,900.75,900.0,11/2/2021,-0.75
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,65.0,25.0,11/1/2021,-40.0
14308.B,14308.B - BLEND-STARTRON AUTO GAS,,1548.153,2165.0,11/1/2021,616.847
83200.B,83200.B - BLEND-EXTREME CLEAN,,3706.624,3635.0,11/1/2021,-71.624
602020,602020 - BLEND-BARNACLE REMOVER,,1410.0,1445.0,11/1/2021,35.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,1635.0,1700.0,11/1/2021,65.0
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,565.0,565.0,11/1/2021,0.0
602009,602009 - BLEND-TEAK CLEANER,,768.0,745.0,11/1/2021,-23.0
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,1470.0,1440.0,11/1/2021,-30.0
81500.B,81500.B - BLEND-TEAK BRTNR,,135.0,130.0,11/1/2021,-5.0
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,5754.375,5515.0,11/1/2021,-239.375
602000,602000 - BLEND-BOAT WASH / RV WASH,,3147.5,3130.0,11/1/2021,-17.5
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,6655.0,6475.0,11/1/2021,-180.0
94500.B,94500.B - BLEND-ORANGE BOAT WASH,,570.0,550.0,11/1/2021,-20.0
94700.B,94700.B - BLEND-POWER PINE WASH & WAX,,420.0,430.0,11/1/2021,10.0
602605,602605 - BLEND-Citrus Bilge Clnr (orang,,335.0,300.0,11/1/2021,-35.0
602001,602001 - BLEND-BILGE CLEANER,,665.0,6560.0,11/1/2021,5895.0
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,275.0,270.0,11/1/2021,-5.0
97300.B,97300.B - BLEND-Deck Wax,,62.5,50.0,11/1/2021,-12.5
95022.B,95022.B - BLEND-SPIDER AWAY,,170.312,150.0,11/1/2021,-20.312
91000.B,91000.B - BLEND-INFL BT & VINYL POLISH,,14.25,0.0,11/1/2021,-14.25
602082,602082 - BLEND-Low Odor Waterproofing,,75.0,50.0,11/1/2021,-25.0
44200.B,44200.B - BLEND-UV PROTECTANT,,50.0,75.0,11/1/2021,25.0
602070,602070 - BLEND-Full Synthetic 10W30,,140.0,100.0,11/1/2021,-40.0
14308AMBER.B,14308AMBER.B - BLEND-STARTRON AMBER AUTO GAS,,272.9,225.0,11/1/2021,-47.9
602604,602604 - BLEND-Citrus Boat Wash (orange,,170.0,150.0,11/1/2021,-20.0
602017,602017 - BLEND-DECK CLEANER,,5235.0,5235.0,10/28/2021,39262.0
27200.B,27200.B - BLEND-80w90 & Hypoid 90wt,,160.0,130.0,10/28/2021,-30.0
28200.B,28200.B - BLEND-SUP PRM SYN 4STK 10W40,,2035.0,2035.0,10/28/2021,0.0
28100.B,28100.B - BLEND-SUP PRM SYN 4STK 10W30,,357.5,335.0,10/28/2021,-22.5
602024,602024 - BLEND-RAIN VIEW,,105.0,100.0,10/28/2021,-5.0
81500.B,81500.B - BLEND-TEAK BRTNR,,205.0,135.0,10/28/2021,-70.0
602017,Blend - Deck Cleaner,,5390.0,5235.0,10/28/2021,
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,6655.0,8520.0,10/28/2021,-270.0
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,2200.0,2005.0,10/27/2021,-195.0
602009,602009 - BLEND-TEAK CLEANER,,198.0,90.0,10/27/2021,-108.0
94600.B,94600.B - BLEND-ORANGE WASH & WAX,,340.0,260.0,10/27/2021,-80.0
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,,1887.1495,2190.0,10/27/2021,302.8505
93100TANK.B,93100TANK.B - BLEND-STARTRON TANK TRTMNT,,675.0,680.0,10/27/2021,5.0
89755.B,89755.B - BLEND-ECO WATERPROOFING,,2212.812,2195.0,10/27/2021,-17.812
5359351.B,5359351.B - BLEND-HD CHEM PREM TRT MINT,,415.0,420.0,10/27/2021,5.0
602046,602046 - BLEND-BOAT SOAP,,2465.0,2365.0,10/27/2021,-100.0
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,127.5,135.0,10/27/2021,7.5
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,2870.0,2830.0,10/27/2021,-40.0
602010,602010 - BLEND-TOILET TREAT LEMON,,1710.0,1660.0,10/27/2021,-50.0
14308.B,14308.B - BLEND-STARTRON AUTO GAS,,430.841,1000.0,10/26/2021,569.159
602037,602037 - BLEND-MILDEW STAIN RMVR KPK,,5550.75,4480.0,10/26/2021,-1070.75
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,625.0,355.0,10/26/2021,-270.0
602000,602000 - BLEND-BOAT WASH / RV WASH,,2352.5,2160.0,10/26/2021,-192.5
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,173.375,170.0,10/26/2021,-3.375
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,215.0,190.0,10/26/2021,-25.0
602030,602030 - BLEND-D-SCALING FLUSH,,100.0,90.0,10/26/2021,-10.0
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,125.0,245.0,10/26/2021,120.0
94444RTU.B,94444RTU.B - BLEND-Salt Terminator RTU,,70.312,50.0,10/26/2021,-20.312
602033KPK,602033KPK - BLEND-EZ STORE/STRT GAS/DIESEL,,150.0,150.0,10/26/2021,0.0
94200.B,94200.B - BLEND-ORANGE CLEANER/DEGREASER,,185.2909,70.0,10/26/2021,-115.2909
602022,602022 - BLEND-RUST EATER & CONVERTER,,66.875,50.0,10/26/2021,-16.875
92000.B,92000.B - BLEND-Hard Water Spot Rmvr,,35.0,0.0,10/26/2021,-35.0
83200.B,83200.B - BLEND-EXTREME CLEAN,,2790.0,2725.0,10/25/2021,-65.0
602001,602001 - BLEND-BILGE CLEANER,,1230.0,1200.0,10/25/2021,-30.0
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,2015.0,1990.0,10/25/2021,-25.0
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,4555.0,4370.0,10/25/2021,-185.0
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,1212.5,1000.0,10/25/2021,-212.5
602020,602020 - BLEND-BARNACLE REMOVER,,2319.0,2270.0,10/25/2021,-49.0
96100.B,96100.B - BLEND-GEL HULL CLNR,,2838.75,2830.0,10/25/2021,-8.75
602607RTU,602607RTU - BLEND-WM Descaler RTU,,1615.0,1615.0,10/25/2021,0.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,2555.0,2315.0,10/25/2021,-240.0
19903USA.B,19903USA.B - BLEND-TK NU # 1 USA (Caustic),,2200.0,2005.0,10/25/2021,-195.0
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,524.0,420.0,10/25/2021,-104.0
86600.B,86600.B - BLEND-Mildew Stain BLOCKER,,178.375,170.0,10/25/2021,-8.375
602058,602058 - BLEND-Fiberglass Stn Rmvr Gel,,175.0,170.0,10/25/2021,-5.0
602016,602016 - BLEND-AWN CLNR/VINL SHMP/BT CV,,491.25,375.0,10/25/2021,-116.25
602067,602067 - BLEND-Bowl & Drain Cleaner,,359.0,345.0,10/25/2021,-14.0
602032CARB,602032CARB - BLEND-PREM TEAK OIL (carb comp,,749.0,585.0,10/25/2021,-164.0
602017,602017 - BLEND-DECK CLEANER,,3023.75,2590.0,10/25/2021,-433.75
300357.B,300357.B - BLEND-ITW Alum Protector AF,,68.0,50.0,10/25/2021,-18.0
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,85.0,75.0,10/25/2021,-10.0
93700.B,93700.B - BLEND-PWR PINE BOAT WASH,,81.0,60.0,10/25/2021,-21.0
93800.B,93800.B - BLEND-PWR PINE BLGE CLNR,,295.0,125.0,10/21/2021,-170.0
97100.B,97100.B - BLEND-WATER SHOCK,,50.0,50.0,10/21/2021,0.0
602005,602005 - BLEND-WATERPROOFING,,1022.3045,1100.0,10/21/2021,77.6955
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,,520.8495,520.0,10/21/2021,-0.8495
97100.B,97100.B - BLEND-WATER SHOCK,,50.0,125.0,10/21/2021,75.0
97000DIL.B,,,50.75,50.0,10/21/2021,-0.75
602046,602046 - BLEND-BOAT SOAP,,1815.0,2185.0,10/21/2021,370.0
87700.B,87700.B - BLEND-ALUMINUM CLEANER 2,,1104.0,1045.0,10/21/2021,-59.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,460.0,420.0,10/21/2021,-40.0
97300.B,97300.B - BLEND-Deck Wax,,82.5,100.0,10/20/2021,17.5
602066,602066 - BLEND-PLEXIGLASS CLNR,,40.625,40.0,10/20/2021,-0.625
95022.B,95022.B - BLEND-SPIDER AWAY,,343.437,325.0,10/20/2021,-18.437
602010,602010 - BLEND-TOILET TREAT LEMON,,535.0,1910.0,10/19/2021,1375.0
89755.B,89755.B - BLEND-ECO WATERPROOFING,,538.125,535.0,10/19/2021,-3.125
95000.B,95000.B - BLEND-VIEW GUARD,,200.0,200.0,10/19/2021,0.0
602604,602604 - BLEND-Citrus Boat Wash (orange,,560.0,570.0,10/19/2021,10.0
94500.B,94500.B - BLEND-ORANGE BOAT WASH,,523.0,630.0,10/19/2021,107.0
94400.B,94400.B - BLEND-ORANGE BILGE CLEANER,,880.0,840.0,10/19/2021,-40.0
602067,602067 - BLEND-Bowl & Drain Cleaner,,144.2307,144.0,10/19/2021,-0.2307
602030,602030 - BLEND-D-SCALING FLUSH,,27.0,40.0,10/19/2021,13.0
93100TANK.B,93100TANK.B - BLEND-STARTRON TANK TRTMNT,,100.0,100.0,10/19/2021,0.0
5359351.B,5359351.B - BLEND-HD CHEM PREM TRT MINT,,175.0,100.0,10/19/2021,-75.0
94700.B,94700.B - BLEND-POWER PINE WASH & WAX,,295.0,260.0,10/19/2021,-35.0
602605,602605 - BLEND-Citrus Bilge Clnr (orang,,445.0,335.0,10/19/2021,-110.0
602024,602024 - BLEND-RAIN VIEW,,31.875,5.0,10/19/2021,-26.875
96100.B,96100.B - BLEND-GEL HULL CLNR,,1388.75,940.0,10/18/2021,1031.25
83200.B,83200.B - BLEND-EXTREME CLEAN,,1882.904,1660.0,10/18/2021,-222.904
602003,602003 - BLEND-HULL CLNR / RUST ST RMVR,,2180.875,2230.0,10/18/2021,49.125
052004N,052004N - BLEND-BIOSAFE ANTIFREEZE (NF),,665.0,635.0,10/18/2021,-30.0
K4199-1.B,K4199-1.B - BLEND-Lincoln Elec Low Cond AF,,290.0,285.0,10/18/2021,-5.0
300355.B,300355.B - BLEND-ITW Low Conductivity AF,,6794.0,5875.0,10/18/2021,-919.0
602043PURPLE,602043PURPLE - BLEND-WASH & WAX PURPLE,,822.5,760.0,10/18/2021,-62.5
602001,602001 - BLEND-BILGE CLEANER,,1432.0,1455.0,10/18/2021,23.0
94600.B,94600.B - BLEND-ORANGE WASH & WAX,,792.5,810.0,10/18/2021,17.5
602046,602046 - BLEND-BOAT SOAP,,1770.0,1615.0,10/18/2021,-155.0
97200.B,97200.B - BLEND-INFLATABLE BOAT CLNR,,215.0,215.0,10/18/2021,225.0
86600.B,86600.B - BLEND-Mildew Stain BLOCKER,,28.375,0.0,10/18/2021,161.625
95900.B,95900.B - BLEND-Ultimate Vinyl Spray,,65.0,50.0,10/18/2021,75.0
91000.B,91000.B - BLEND-INFL BT & VINYL POLISH,,45.0,40.0,10/18/2021,35.0
83200.B,83200.B - BLEND-EXTREME CLEAN,,1882.904,1660.0,10/14/2021,-222.904
94200.B,94200.B - BLEND-ORANGE CLEANER/DEGREASER,,350.0,350.0,10/13/2021,0.0
19901.B,19901.B - BLEND-TEAK NU PART 1 (Caustic),,1400.0,1400.0,10/13/2021,0.0
602000,602000 - BLEND-BOAT WASH / RV WASH,,1237.5,1170.0,10/13/2021,-67.5
94600.B,94600.B - BLEND-ORANGE WASH & WAX,,342.5,340.0,10/13/2021,-2.5
94444CON.B,94444CON.B - BLEND-Salt Terminator CONC,,1425.0,1425.0,10/13/2021,0.0
97300.B,97300.B - BLEND-Deck Wax,,82.5,100.0,10/13/2021,17.5
93100GAS.B,93100GAS.B - BLEND-STARTRON GAS & AUTO DSL,,2709.7245,1475.0,10/12/2021,-1234.7245
93100DSL.B,93100DSL.B - BLEND-STARTRON DIESEL,,412.125,435.0,10/12/2021,22.875
83200.B,83200.B - BLEND-EXTREME CLEAN,,2602.904,2415.0,10/12/2021,-187.904
602016,602016 - BLEND-AWN CLNR/VINL SHMP/BT CV,,1211.25,1095.0,10/12/2021,-116.25
94900.B,94900.B - BLEND-TEAK CLEANER/BRIGHTNER,,1232.5,910.0,10/12/2021,-322.5
602010,602010 - BLEND-TOILET TREAT LEMON,,687.0,2065.0,10/12/2021,1378.0
19902.B,19902.B - BLEND-TEAK NU PART 2 (Acid),,3596.0,1255.0,10/12/2021,-2341.0
